requestNumber,requestId,beginDate,endDate,requestTitle,pi,piInstitution,fos,allocationType,abstract
NAIRR240144,1264601,2024-04-22,2024-10-22,"An Empirical Evaluation of Accuracy, Robustness and Bias of Compressed Language Models","Srikumar, Vivek",University of Utah,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"It is not sufficient to ensure the safety, security and trustworthiness of today's largest AI systems. Indeed, given their resource constraints, compressed versions of AI systems will be deployed more often and ensuring their safety and robustness is important. To be effective, model compression methods must maintain predictive accuracy, while ensuring out-of-domain robustness. Furthermore, the resulting models should not show disparate predictive performance across societal groups. As a first step towards the safety of compressed models, our objective is to conduct the first comprehensive, multi-dimensional evaluation of compression techniques, focusing on accuracy, reliability, robustness, and bias of the resulting models."
NAIRR240148,1263712,2024-05-22,2024-11-22,Accelerating Fusion Energy Research with Physics-Guided Deep Learning,"Yu, Rose","University of California, San Diego",Fluid and Plasma Physics,NAIRR PIlot,"In order to find the global optimum design of future fusion reactors, it is important to develop fast and accurate models of the heat and particle losses due to turbulence in magnetically confined plasmas. To accelerate the training and validation of physics-guided deep learning models trained on multi-fidelity simulation data of turbulent heat and particle fluxes, we propose using the ALCF AI Testbed's dedicated machine learning platforms. Our project will benefit tremendously from SambaNova's advanced AI-focused hardware. This platform, with its unique dataflow architecture and substantial memory capacity, promises to significantly reduce our model training times and accelerate our adaptive learning workflows for the design of a fusion pilot plant."
NAIRR240152,1264521,2024-05-22,2024-11-22,Safeguarding Generative AI by Audio-Visual Deepfake Detection,"Duan, Zhiyao",University of Rochester,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The primary goal of this project is to advance audio-visual deepfake detection techniques to protect against the malicious use of generative AI technologies effectively. By identifying deepfakes in widely disseminated videos, we aim to curb the spread of misinformation. Our project is structured around three objectives: 1) Enhancing current detection methods with innovative approaches, 2) Extending detection capabilities to a wider array of deepfakes including those with partial audio and/or visual modifications, and 3) Improving the generalization of deepfake detection across a broader spectrum of generated content beyond mere biometric falsifications."
NAIRR240154,1264614,2024-04-22,2024-10-22,Georgetown University Advanced Computing Resource Request for AI Education,"Hickman, James",Georgetown University,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"This proposal aims to acquire computational resources for student-led projects to bolster AI education, with the goal of facilitating workforce development in the Artificial intelligence space. The Department of Data Science and Analytics (DSAN) at Georgetown University boasts a sizable and diverse population of over 200 Master's level students, with an annual cohort size of approximately 120 students. Our goal is to secure computational resources that will enable our student body to delve into a wide array of issues at the intersection of data science, deep learning, and AI. This includes tasks such as testing, evaluating, verifying, and validating AI systems and models to ensure safe, secure and trustworthy AI. Our program offers a comprehensive range of AI and deep learning courses, including DSAN-6600: Introduction to deep learning, DSAN-6500: Image Mining and Computer Vision Analytics, DSAN-6650: Deep Reinforcement Learning, DSAN-5400: Computational Linguistics, DSAN 5800: Advanced Natural Language Processing, and DSAN-5810: NLP with Large Language Models. While these courses provide our students with a robust skill set in deep learning, their projects are currently significantly restricted by our limited access to GPU and super-computer resources. Therefore, our objective in submitting this proposal is to enhance our department's computational resources, thereby expanding the complexity of the models and methodologies accessible to our students."
NAIRR240156,1264603,2024-06-06,2024-12-06,Trustworthy Embodied 3D Vision-Language Question Answering with Situational Encoding,"Wang, Yu-Xiong","Department of Computer Science, University of Illinois Urbana-Champaign",Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"Achieving the integration of multi-modal information and logical reasoning represents a significant milestone in developing conversational and human-centered embodied AI. Although recent research has demonstrated considerable progress in linguistic understanding and image comprehension using natural language commands or dialogues, the ability to perceive and reason in real-world 3D embodied environments still falls short of human expectations, due to limitations in 3D reasoning capabilities and interpretability. This project aims to explore 3D embodied scene comprehension, wherein an agent is required to understand its situation and surroundings within a dynamic, egocentric environment and subsequently perceive, reason, answer, and act accordingly to complete complex tasks."
NAIRR240158,1264617,2024-06-06,2024-12-06,Towards Understanding and Improving Multilingual Abilities of Large Language Models,"Agrawal, Ameeta",Portland State University,Computer Science,NAIRR PIlot,Multilingual LLMs
NAIRR240160,1264619,2024-06-06,2024-12-06,GraphNarrator: Natural Language Generation From Large-Scale Open- Domain Knowledge Graph,"Li, Chengkai",The University of Texas at Arlington,Artificial Intelligence and Intelligent Systems,NAIRR PIlot,"The GraphNarrator project, led by Dr. Chengkai Li and his team, focuses on generating natural language descriptions for fragments of large-scale knowledge graphs. These descriptions aim to help users understand complex graph data more easily. The project trains narration models using pre-trained language models like BART, T5, and LLaMA on a dataset comprising 8.7 million pairs of Freebase graph fragments and corresponding Wikipedia sentences. The key challenge addressed is the problem of information hallucination in existing graph-to-text models, where generated text may contain fabricated facts not present in the input graph. The project proposes a novel approach to mitigate hallucination by trimming generated text using dependency parse trees to eliminate portions not represented in the input graph. This approach aims to bridge the gap between graph-to-text models and real-world applications, enhancing the reliability of generated descriptions."
NAIRR240161,1264616,2024-04-22,2024-10-22,LakeGPT: Building a Foundation Model for Aquatic Sciences,"Karpatne, Anuj",Virginia Tech,Ecology,NAIRR PIlot,"The goal of this project is to build a foundation model for aquatic sciences, termed Lake-GPT, to model a variety of processes related to the quality of water in lakes and reservoirs, using novel advances in the emerging field of ecology knowledge-guided machine learning (eco-KGML). Supported by an NSF grant from the Macrosystems Biology and NEON-Enabled Science (MSB-NES) program, our work is opening a new chapter of research in AI to model scientific systems where we have growing volumes of data collected from sensors as well as generated from model simulations. Our research in eco-KGML also makes a distinct departure from mainstream practices of building “black-box” AI models, that solely rely on supervision contained in data, to also leverage the wealth of scientific knowledge available in many domains including aquatic sciences (e.g., conservation laws of mass and energy) in diverse formats (as equations, rules, heuristics, or as mechanistic model runs) and with varying fidelities of knowledge (ranging from perfect and complete to imperfect and partial). Inspired by the success of large-scale foundation models in mainstream applications of computer vision and language understanding in the commercial arena, the domain of aquatic sciences is ripe with opportunities to investigate the effectiveness of foundation models for modeling scientific processes using both scientific knowledge and data."
NAIRR240165,1264551,2024-06-06,2024-12-06,Towards Trustworthy Biomedical Models via Robust Imbalance Learning,"Huang, Xiaolei",The University of Memphis,"Informatics, Analytics and Information Science",NAIRR PIlot,"The project aims to enhance the robustness of biomedical Large Language Models (LLMs) against data imbalances in health datasets. Recognizing the criticality of addressing skewed disease categories, demographic sizes, and symptom frequency, this research focuses on improving model reliability across diverse and uncertain environments. The real examples' shortcomings in adapting to new data distributions underscores the urgency for developing models resilient to imbalance challenges, particularly those arising from heterogeneous sources like clinical records and social media.

With a six-month timeline, the project intends to scrutinize LLMs' robustness against various imbalance scenarios and devise methods to bolster model robustness through novel domain adaptation techniques. The research will leverage the expertise of the lead PI, Dr. Xiaolei Huang, in NLP and health informatics, and Co-PI Dr. I-Chan Huang’s background in epidemiology and cancer control, with a focus on pediatric oncology at St. Jude Children’s Research Hospital. The project's phased approach includes an initial examination of imbalance effects on model performance and fairness, followed by the development and evaluation of imbalance adaptation methods.

The team is prepared to promptly utilize NAIRR Pilot Project resources upon access, with all members compliant with necessary regulations. The project's commitment to open-source practices and educational integration promises widespread benefits to the research community, reinforcing its potential for significant contributions to the field of computational healthcare."
NAIRR240167,1268520,2024-06-03,2024-12-03,Bubble Aid: Assistive AI to Improve the Robustness and Security of Reading Hand-Marked Ballots,"zhang, chengcui",The University of Alabama at Birmingham,Computer Science,CloudBank Pilot,This project develops an AI-based program to improve the efficiency and security and hence trustworthiness of election systems that use hand-marked ballots.
NAIRR240168,1270428,2024-06-03,2024-12-03,Data-driven Formal Approach to Safe Autonomy,"Fan, Chuchu",MIT,Artificial Intelligence and Intelligent Systems,CloudBank Pilot,"This work supports the computational resource for the project data-driven formal approach to safe autonomy, which investigates the theoretical and algorithmic foundations of the methods for the control, design, and risk analysis of highly challenging autonomous systems."
NAIRR240169,1271461,2024-06-03,2024-12-03,Networking and Compute for Next Generation Low-Earth Orbit Satellites,"Vasisht, Deepak",University of Illinois at Urbana-Champaign,Computer Science,CloudBank Pilot,"The next generation of Low Earth Orbit (LEO) satellites, dedicated to Earth observation, seeks to enable a compelling vision: frequent high-resolution monitoring of the Earth to track humanity scale events. These satellites operate in low orbits, less than 1000 Km above Earth, and democratize access to Earth imagery for multiple applications: precision agriculture that improves farm yields and incomes, disaster management such as early detection of forest fires, modeling the spread of diseases, geo-political analytics, and climate monitoring. As such constellations scale to hundreds of satellites, traditional architectures for space-Earth connectivity fail to meet their needs. Specifically, these constellations generate hundreds of terabytes of data every day that must be transported to the Earth, while the satellites travel at fast speeds with respect to ground stations on the Earth. Therefore, the data download process experiences day-level delays and is prone to failures due to bad weather or hardware errors. The goal of this proposal is to design a new paradigm for space-Earth connectivity that removes these bottlenecks and enables fault-tolerant networks that generate near-realtime (minute-level) insights from data collected by these satellites. The proposed research will remove networking and compute bottlenecks for LEO satellites and enables novel commercial, academic, and national security applications. Some example applications include early response to aircraft intrusions, forest fires, and geopolitical events. 

The proposed research designs new algorithms and architectures for networking and edge computing on satellites and ground stations. Specifically, the proposed research includes: (a) a new distributed ground station architecture that is robust to transient failures, agile to traffic variations, and enables low latency data download from satellites, (b) an edge computing framework that extracts insights, schedules data transfer, and prioritizes important imagery for networked transfer while being scalable to multiple applications, and (c) design and analysis of interconnects between communication and Earth observation satellites for opportunistic routing. The proposal takes an end-to-end systems level approach to large-scale space-Earth networks, which is essential for their robust, fault-tolerant, and high-performance operation."
NAIRR240170,1269782,2024-06-03,2024-12-03,Building Trustworthy Multimodal Models for Oncology Applications,"Rasool, Ghulam",Moffitt Cancer Center,Artificial Intelligence and Intelligent Systems,CloudBank Pilot,"Trustworthiness, safety, and reliability of AI systems are fundamental requirements for any meaningful application of these systems in healthcare. However, developing such models using multimodal data modalities such as radiological images, multi-omics data, pathology images, and clinical notes is challenging. This project explores an innovative approach centered on building embeddings using a deep Bayesian approach for diverse modalities, facilitating the creation of scalable and trustworthy multimodal machine learning models. By harnessing the power of embeddings and Bayesian deep learning, our methodology seeks to effectively fuse information from disparate sources, enabling a holistic understanding of the patient's condition in a trustworthy and safe way. By developing scalable models based on the Bayesian Transformer architecture, our approach aims to enhance the accuracy, efficiency, and trustworthiness of oncological diagnoses and treatment strategies, ultimately contributing to improved patient outcomes."
NAIRR240171,1271826,2024-06-03,2024-12-03,Efficient approaches for specializing large language models for domain specific text,"Sontag, David",MIT,Computer Science,CloudBank Pilot,"Our team is planning to apply the latest large language models to analyze domain specific-text, e.g., clinical notes. Recently, there are various new approaches to efficiently fine-tune the models for domain specific text, ranging from LoRA (training small “modifier” weights based on low rank adaptation) to model merging (merging parameters between models for enhanced performance). We aim to explore other machine learning approaches for effective adaptation/specialization of the models. One example is our recent work, Co-LLM, that trains a base LLM to collaborate with other more powerful assistant LLMs. We plan to extend our work and investigate other efficient approaches for fine-tuning LLMs on domain-specific text."
NAIRR240172,1271916,2024-06-03,2024-12-03,Privacy Preserving Tutoring System for Health Education of Low Literacy Hispanic Populations,"Cao, Zechun",Texas A&M University - San Antonio,Computer Science,CloudBank Pilot,"This project will implement a computer tutor for low literacy Hispanic breast cancer survivors. Breast cancer is the leading cause of cancer-related deaths in Hispanics, and although research has shown that education can greatly mitigate stress and improve quality of life, few educational interventions for this population exist. The computer tutor resulting from this project will mimic a human tutor that teaches about breast cancer survivorship skills and about breast cancer in general. Because tutoring involves conversation with the survivor, it is possible that they reveal sensitive personal information; therefore, it is important to encrypt the information in the tutoring session to prevent any privacy breaches. And for the tutoring component to be effective, special attention must be paid to the utilization of natural language processing models as well as models of behavior that are observed in the target population when tutoring and/or interacting with technology. For the privacy component to be effective, techniques that can encrypt and decrypt data at high speeds will be explored to make the interaction fluid. To date, computer tutors that converse with their students have been tried mainly with a highly literate population in college settings, so their impact on low literacy Hispanics is unknown. Therefore, this project will advance our understanding of the impact of designing artificial intelligence powered tutors to address diversity and disparities in the access to information by a subset of low literacy individuals, as well as our understanding of privacy preserving algorithms that work in real-time with complex natural language processing models. More broadly, project outcomes will facilitate access to information for minority populations and will serve to build research capacity and train minority students in the participating teaching-oriented institutions.

The project will be carried out with two objectives in mind. First, development of a novel intelligent computer tutoring system that is customized so that it can effectively query and interact with Hispanic breast cancer survivors by adapting existing content that was created for this population in prior research. Because it has been shown that both the language of many adult Hispanics, and target population interactions with technology, are more nuanced than previously thought, our first objective also involves training natural language algorithms and designing interactions that model those of Hispanic breast cancer survivors. The second objective is to develop privacy-preserving algorithms that utilize robust end-to-end encrypted communication and can encrypt and decrypt distributed data in real time at a speed that does not hinder the interactions with the computer tutor. The contributions of this development process will be threefold: (1) to understand the role of culture and education in the interaction between low literacy Hispanic breast cancer survivors and intelligent tutoring systems; (2) to develop a framework that facilitates the implementation of intelligent tutoring systems for minority populations; and (3) to develop accurate and low latency privacy preserving mechanisms for NLP model training and dialogue interfaces."
NAIRR240173,1272046,2024-06-03,2024-12-03,REU Site: Engineers for Exploration,"Kastner, Ryan",University of California San Diego,Applied Computer Science,CloudBank Pilot,"Engineers for Exploration (E4E) is a one-of-a-kind program centered around multidisciplinary and collaborative student research projects with the broad goals of protecting the environment, uncovering mysteries related to cultural heritage, and providing experiential learning experiences for undergraduate and graduate students. We team student engineers with scientists from a wide range of disciplines, such as ecology, oceanography, and archaeology. Students create new technologies to aid these scientists in their work and then accompany them on field deployments around the world. Projects train students in embedded systems and software, machine learning, electronic integration, mechanical design, system building, as well as project management and team leadership."
NAIRR240174,1273069,2024-06-03,2024-12-03,"Large spatial network generation, transformation, and interpretation","Zhao, Liang",Emory University,Computer Science,CloudBank Pilot,"Spatial networks are complex networks whose nodes and edges are embedded in space. Spatial network data has been experiencing a fast increase recently, ranging from micro-scale (e.g., protein structure) to middle-scale (e.g., biological neuron network) to macro-scale (e.g., mobility networks), where the spatial and network topology jointly determines the network formation, evolution, and function. Modeling and understanding the generation and transformation of spatial networks are long-standing and challenging research domains crucial to broad applications such as medicine signs, mental disease early diagnosis, and societal event synthesis, whose underlying principles are largely unknown yet. On the one hand, existing spatial network generative modeling methods heavily rely on human-predefined principles but cannot automatically learn new ones. On the other hand, deep generative models can learn new underlying principles from the data but are not good at incorporating external principles, which is indispensable to ensure valid space and network topology of the generated spatial networks. Motivated by the above complementary strengths and drawbacks, this project aims at a new framework that can: 1) automatically learn new generation and transformation processes of spatial networks, 2) embed user-specified principles to constrain and regularize the generated spatial networks, and 3) pursue the model interpretability and automatically distill new understandable principles of network process. The research approaches include the development of: 1) Novel spatial and spectral graph decoders for large spatial networks, 2) Deep generative modeling and optimization with spatial and topological regularization, 3) A variety of novel spatial- and spectral-graph transformation strategies, and 4) A novel system for interacting predefined and distilled principles between human and models."
NAIRR240175,1273205,2024-06-03,2024-12-03,Cloud Computing Credits for Studying Deep Generative Models,"Fan, Liyue",UNC Charlotte,Computer Science,CloudBank Pilot,The objective of this project is to design an intelligent deepfake detector that will be capable of assessing the integrity of digital visual content and automatically detect falsified images or videos.  The success of the proposed research will benefit our society by providing a more trustworthy and healthy environment for billions of social network users and ensuring the authenticity of visual content for digital forensics.
NAIRR240176,1272310,2024-06-03,2024-12-03,Socially-Aware Language Technologies To Support People in Supporting Others for Better Online Communities,"Yang, Diyi",Stanford University,Artificial Intelligence and Intelligent Systems,CloudBank Pilot,"My research goal is to support people in better supporting others and  accomplishing their tasks by providing them with assistance through building scalable socially aware language technologies, with a special focus on online peer support groups.  How do people support others in need in online support groups?  How can we build social computing systems to support people who are supporting others? Supporters are the key to the success of online peer support groups, which are used by millions of people with health concerns. However, online supporters often do not receive rigorous training and tailored feedback, which might lead to unsupportive or even negative helping behaviors.  Existing mechanisms of training or scaffolding largely rely on human supervision,  making it hard to scale up to help the large number of supporters who  support millions of people in need of care.  This work will fill these gaps and accomplish the vision of supporting people in better supporting others  in several representative text-based online peer support groups  by: (1) developing innovative natural language processing techniques to predict supporters' helping skills and examining how helping skills related to positive outcomes; (2) designing contextualized language generation approaches that provide tailored assistance for supporters by highlighting which helping skills are needed in a given situation and suggesting example responses with actionable feedback; 
and (3) creating an open-source and human-in-the-loop tool to empower supporters and evaluating how the tool can be used for both training and real-time scaffolding via lab studies, field experiments, and real-world deployment."
NAIRR240177,1271454,2024-06-03,2024-12-03,Advancing the Accessibility of STEM Online Learning by Using Generative AI,"Huang, Yun",UIUC,Visualization and Human-Computer Systems,CloudBank Pilot,"Videos are a popular medium for online learning, but research has found that accessing these materials is challenging for Deaf and Hard-of-Hearing (DHH) learners. This project aims to develop and evaluate effective Q/A mechanisms and interaction designs that enable both DHH and hearing students to collaboratively access STEM videos. Specifically, we propose creating deep learning models capable of generating questions that are relevant and inspiring, thus prompting students' curiosity and encouraging them to explore the learning materials more deeply. Our project will be conducted in two phases: the development of video question generation models and pipelines, followed by a large-scale user study to evaluate their effectiveness in a real-world setting. The team boasts expertise in Human-Computer Interaction, Natural Language Processing, and AI-augmented learning technologies. Evaluation sites include Gallaudet University, the world’s only liberal arts institution dedicated exclusively to the education of Deaf and Hard-of-Hearing learners, and the University of Illinois at Urbana-Champaign, which is committed to fostering an inclusive learning environment."
